sku,name_ar,name_en,description_ar,description_en,brand_slug,category_slug,base_price_egp,vat_exempt,authenticity,specs_json,status
HP-M609DN-PRINTER,طابعة HP LaserJet Enterprise M609dn,HP LaserJet Enterprise M609dn,طابعة ليزر HP LaserJet Enterprise M609dn مونوكروم، طباعة مزدوجة وشبكة، سرعة حتى 71 صفحة في الدقيقة.,"HP LaserJet Enterprise M609dn mono laser, duplex, network, up to 71 ppm.",hp,printers,5600,FALSE,GENUINE,"{""type"": ""Mono Laser"", ""duplex"": true, ""network"": true, ""ppm"": 71, ""model"": ""M609dn""}",ACTIVE
HP-M607DN-PRINTER,طابعة HP LaserJet Enterprise M607dn,HP LaserJet Enterprise M607dn,طابعة ليزر HP LaserJet Enterprise M607dn مونوكروم، طباعة مزدوجة وشبكة، سرعة حتى 55 صفحة في الدقيقة.,"HP LaserJet Enterprise M607dn mono laser, duplex, network, up to 55 ppm.",hp,printers,5500,FALSE,GENUINE,"{""type"": ""Mono Laser"", ""duplex"": true, ""network"": true, ""ppm"": 55, ""model"": ""M607dn""}",ACTIVE
HP-M479-COLOR-PRINTER,طابعة HP Color LaserJet Pro MFP M479fdw,HP Color LaserJet Pro MFP M479fdw,طابعة ليزر ملونة متعددة الوظائف HP Color LaserJet Pro M479fdw مع Wi-Fi وطباعة مزدوجة وفاكس، سرعة حتى 28 صفحة في الدقيقة.,"HP Color LaserJet Pro MFP M479fdw — color, Wi-Fi, duplex, fax, up to 28 ppm.",hp,printers,13000,FALSE,GENUINE,"{""type"": ""Color Laser MFP"", ""duplex"": true, ""wifi"": true, ""network"": true, ""fax"": true, ""ppm"": 28, ""model"": ""M479fdw""}",ACTIVE
HP-M477FDW-PRINTER,طابعة HP Color LaserJet Pro MFP M477fdw,HP Color LaserJet Pro MFP M477fdw,طابعة ليزر ملونة متعددة الوظائف HP Color LaserJet Pro M477fdw مع Wi-Fi وطباعة مزدوجة وفاكس.,"HP Color LaserJet Pro MFP M477fdw — color, Wi-Fi, duplex, fax.",hp,printers,13000,FALSE,GENUINE,"{""type"": ""Color Laser MFP"", ""duplex"": true, ""wifi"": true, ""fax"": true, ""model"": ""M477fdw""}",ACTIVE
HP-M55040-COLOR-PRINTER,طابعة HP Color LaserJet Enterprise M55040,HP Color LaserJet Enterprise M55040,طابعة ليزر ملونة HP Color LaserJet Enterprise M55040 بطباعة مزدوجة وشبكة مدمجة (الموديل كما في عرض السعر).,HP Color LaserJet Enterprise M55040 color printer with duplex and network (model label as supplied).,hp,printers,8000,FALSE,GENUINE,"{""type"": ""Color Laser"", ""duplex"": true, ""network"": true, ""model"": ""M55040""}",ACTIVE
HP-M775-A3-COLOR-PRINTER,طابعة HP Color LaserJet Enterprise MFP M775 A3,HP Color LaserJet Enterprise MFP M775 (A3),طابعة ليزر ملونة متعددة الوظائف HP LaserJet Enterprise M775 حجم A3 (طباعة، نسخ، سكان) مع طباعة مزدوجة وشبكة.,HP Color LaserJet Enterprise MFP M775 — A3 color multifunction with duplex and network.,hp,printers,18000,FALSE,GENUINE,"{""type"": ""Color Laser MFP"", ""paperSize"": ""A3"", ""duplex"": true, ""network"": true, ""model"": ""M775""}",ACTIVE
HP-M725-A3-PRINTER,طابعة HP LaserJet Enterprise MFP M725 A3,HP LaserJet Enterprise MFP M725 (A3 Mono),طابعة ليزر متعددة الوظائف HP LaserJet Enterprise M725 حجم A3 مونوكروم (طباعة، نسخ، سكان) مع طباعة مزدوجة وشبكة.,HP LaserJet Enterprise MFP M725 — A3 mono multifunction with duplex and network.,hp,printers,17000,FALSE,GENUINE,"{""type"": ""Mono Laser MFP"", ""paperSize"": ""A3"", ""duplex"": true, ""network"": true, ""model"": ""M725""}",ACTIVE
HP-P2015-PRINTER,طابعة HP LaserJet P2015,HP LaserJet P2015,طابعة ليزر HP LaserJet P2015 مونوكروم، سرعة حتى 26 صفحة في الدقيقة.,"HP LaserJet P2015 mono laser printer, up to 26 ppm.",hp,printers,3250,FALSE,GENUINE,"{""type"": ""Mono Laser"", ""ppm"": 26, ""model"": ""P2015""}",ACTIVE
HP-LJ1320-PRINTER,طابعة HP LaserJet 1320,HP LaserJet 1320,طابعة ليزر HP LaserJet 1320 مونوكروم بطباعة مزدوجة تلقائية، سرعة حتى 22 صفحة في الدقيقة.,"HP LaserJet 1320 mono laser printer with auto duplex, up to 22 ppm.",hp,printers,3000,FALSE,GENUINE,"{""type"": ""Mono Laser"", ""duplex"": true, ""ppm"": 22, ""model"": ""LaserJet 1320""}",ACTIVE
HP-P2035-PRINTER,طابعة HP LaserJet Pro P2035,HP LaserJet Pro P2035,طابعة ليزر HP LaserJet Pro P2035 مونوكروم، USB، سرعة حتى 30 صفحة في الدقيقة.,"HP LaserJet Pro P2035 mono laser printer, USB, up to 30 ppm.",hp,printers,3500,FALSE,GENUINE,"{""type"": ""Mono Laser"", ""ppm"": 30, ""model"": ""P2035""}",ACTIVE
HP-LJ400-M401-PRINTER,طابعة HP LaserJet Pro 400 M401,HP LaserJet Pro 400 M401,طابعة ليزر HP LaserJet Pro 400 M401 مونوكروم، طباعة مزدوجة وشبكة، سرعة حتى 35 صفحة في الدقيقة.,"HP LaserJet Pro 400 M401 mono laser, duplex, network, up to 35 ppm.",hp,printers,4000,FALSE,GENUINE,"{""type"": ""Mono Laser"", ""duplex"": true, ""network"": true, ""ppm"": 35, ""model"": ""LaserJet Pro 400 M401""}",ACTIVE
HP-PRO-M401DN-PRINTER,طابعة HP LaserJet Pro M401dn,HP LaserJet Pro M401dn,طابعة ليزر HP LaserJet Pro M401dn مونوكروم، طباعة مزدوجة وشبكة، سرعة حتى 35 صفحة في الدقيقة.,"HP LaserJet Pro M401dn mono laser printer, duplex, network, up to 35 ppm.",hp,printers,5250,FALSE,GENUINE,"{""type"": ""Mono Laser"", ""duplex"": true, ""network"": true, ""ppm"": 35, ""model"": ""M401dn""}",ACTIVE
HP-M525-PRINTER,طابعة HP LaserJet Enterprise 500 MFP M525,HP LaserJet Enterprise 500 MFP M525,طابعة ليزر متعددة الوظائف HP LaserJet Enterprise 500 M525 مونوكروم بطباعة مزدوجة وشبكة.,HP LaserJet Enterprise 500 MFP M525 mono multifunction with duplex and network.,hp,printers,12500,FALSE,GENUINE,"{""type"": ""Mono Laser MFP"", ""duplex"": true, ""network"": true, ""model"": ""M525""}",ACTIVE
CANON-MF226DN-PRINTER,طابعة Canon imageCLASS MF226dn,Canon imageCLASS MF226dn,طابعة ليزر متعددة الوظائف Canon imageCLASS MF226dn مونوكروم مع طباعة مزدوجة وشبكة وفاكس.,"Canon imageCLASS MF226dn mono laser all-in-one with duplex, network and fax.",canon,printers,6000,FALSE,GENUINE,"{""type"": ""Mono Laser MFP"", ""duplex"": true, ""network"": true, ""fax"": true, ""model"": ""MF226dn""}",ACTIVE
CANON-LBP312DN-PRINTER,طابعة Canon imageCLASS LBP312dn,Canon imageCLASS LBP312dn,طابعة ليزر Canon imageCLASS LBP312dn مونوكروم بطباعة مزدوجة تلقائية وشبكة، سرعة حتى 38 صفحة في الدقيقة.,"Canon imageCLASS LBP312dn mono laser, auto duplex, network, up to 38 ppm.",canon,printers,4500,FALSE,GENUINE,"{""type"": ""Mono Laser"", ""duplex"": true, ""network"": true, ""ppm"": 38, ""model"": ""LBP312dn""}",ACTIVE
CANON-LBP253DW-PRINTER,طابعة Canon imageCLASS LBP253dw,Canon imageCLASS LBP253dw,طابعة ليزر Canon imageCLASS LBP253dw مونوكروم مع Wi-Fi وطباعة مزدوجة وشبكة، سرعة حتى 30 صفحة في الدقيقة.,"Canon imageCLASS LBP253dw mono laser with Wi-Fi, duplex, network, up to 30 ppm.",canon,printers,5250,FALSE,GENUINE,"{""type"": ""Mono Laser"", ""duplex"": true, ""wifi"": true, ""network"": true, ""ppm"": 30, ""model"": ""LBP253dw""}",ACTIVE
CANON-LBP214DW-PRINTER,طابعة Canon imageCLASS LBP214dw,Canon imageCLASS LBP214dw,طابعة ليزر Canon imageCLASS LBP214dw مونوكروم مع Wi-Fi وطباعة مزدوجة وشبكة.,"Canon imageCLASS LBP214dw mono laser with Wi-Fi, duplex, network.",canon,printers,4500,FALSE,GENUINE,"{""type"": ""Mono Laser"", ""duplex"": true, ""wifi"": true, ""network"": true, ""model"": ""LBP214dw""}",ACTIVE
SAMSUNG-SLM3753-PRINTER,طابعة Samsung ProXpress SL-M3753,Samsung ProXpress SL-M3753,طابعة ليزر Samsung ProXpress SL-M3753 مونوكروم بطباعة مزدوجة تلقائية وشبكة.,Samsung ProXpress SL-M3753 mono laser with auto duplex and network.,samsung,printers,3000,FALSE,GENUINE,"{""type"": ""Mono Laser"", ""duplex"": true, ""network"": true, ""model"": ""SL-M3753""}",ACTIVE
SAMSUNG-ML3710-PRINTER,طابعة Samsung ML-3710ND,Samsung ML-3710ND,طابعة ليزر Samsung ML-3710ND مونوكروم بطباعة مزدوجة وشبكة، سرعة حتى 35 صفحة في الدقيقة.,"Samsung ML-3710ND mono laser printer with duplex and network, up to 35 ppm.",samsung,printers,3000,FALSE,GENUINE,"{""type"": ""Mono Laser"", ""duplex"": true, ""network"": true, ""ppm"": 35, ""model"": ""ML-3710ND""}",ACTIVE
SAMSUNG-SLM4021ND-PRINTER,طابعة Samsung Xpress SL-M4021ND,Samsung Xpress SL-M4021ND,طابعة ليزر Samsung Xpress SL-M4021ND مونوكروم بطباعة مزدوجة وشبكة.,Samsung Xpress SL-M4021ND mono laser with duplex and network.,samsung,printers,3500,FALSE,GENUINE,"{""type"": ""Mono Laser"", ""duplex"": true, ""network"": true, ""model"": ""SL-M4021ND""}",ACTIVE
SAMSUNG-SLM4020ND-PRINTER,طابعة Samsung Xpress SL-M4020ND,Samsung Xpress SL-M4020ND,طابعة ليزر Samsung Xpress SL-M4020ND مونوكروم بطباعة مزدوجة وشبكة.,Samsung Xpress SL-M4020ND mono laser with duplex and network.,samsung,printers,3500,FALSE,GENUINE,"{""type"": ""Mono Laser"", ""duplex"": true, ""network"": true, ""model"": ""SL-M4020ND""}",ACTIVE
SAMSUNG-SLM3820DW-PRINTER,طابعة Samsung ProXpress SL-M3820DW,Samsung ProXpress SL-M3820DW,طابعة ليزر Samsung ProXpress SL-M3820DW مونوكروم مع Wi-Fi وطباعة مزدوجة وشبكة، سرعة حتى 38 صفحة في الدقيقة.,"Samsung ProXpress SL-M3820DW mono laser with Wi-Fi, duplex, network, up to 38 ppm.",samsung,printers,3500,FALSE,GENUINE,"{""type"": ""Mono Laser"", ""duplex"": true, ""wifi"": true, ""network"": true, ""ppm"": 38, ""model"": ""SL-M3820DW""}",ACTIVE
SAMSUNG-SLM3825DW-PRINTER,طابعة Samsung ProXpress SL-M3825DW,Samsung ProXpress SL-M3825DW,طابعة ليزر Samsung ProXpress SL-M3825DW مونوكروم مع Wi-Fi وطباعة مزدوجة وشبكة.,"Samsung ProXpress SL-M3825DW mono laser with Wi-Fi, duplex, network.",samsung,printers,3600,FALSE,GENUINE,"{""type"": ""Mono Laser"", ""duplex"": true, ""wifi"": true, ""network"": true, ""model"": ""SL-M3825DW""}",ACTIVE
HP-M577-COLOR-PRINTER,طابعة HP Color LaserJet Enterprise Flow MFP M577,HP Color LaserJet Enterprise Flow MFP M577,طابعة ليزر ملونة متعددة الوظائف HP Color LaserJet Enterprise Flow M577 مع طباعة مزدوجة وشبكة، إنتاجية عالية.,"HP Color LaserJet Enterprise Flow MFP M577 — color multifunction with duplex and network, high duty cycle.",hp,printers,12750,FALSE,GENUINE,"{""type"": ""Color Laser MFP"", ""duplex"": true, ""network"": true, ""model"": ""M577""}",ACTIVE
HP-M125-PRINTER,طابعة HP LaserJet Pro MFP M125,HP LaserJet Pro MFP M125,طابعة ليزر متعددة الوظائف HP LaserJet Pro M125 مونوكروم (طباعة، نسخ، سكان).,"HP LaserJet Pro MFP M125 mono laser multifunction with print, copy, scan.",hp,printers,7000,FALSE,GENUINE,"{""type"": ""Mono Laser MFP"", ""model"": ""M125""}",ACTIVE
HP-M127-PRINTER,طابعة HP LaserJet Pro MFP M127,HP LaserJet Pro MFP M127,طابعة ليزر متعددة الوظائف HP LaserJet Pro M127 مونوكروم مع شبكة وفاكس.,HP LaserJet Pro MFP M127 mono laser multifunction with network and fax.,hp,printers,9000,FALSE,GENUINE,"{""type"": ""Mono Laser MFP"", ""network"": true, ""fax"": true, ""model"": ""M127""}",ACTIVE
HP-M1132-PRINTER,طابعة HP LaserJet Pro MFP M1132,HP LaserJet Pro MFP M1132,طابعة ليزر متعددة الوظائف HP LaserJet Pro M1132 مونوكروم مع USB.,HP LaserJet Pro MFP M1132 mono laser multifunction with USB.,hp,printers,6500,FALSE,GENUINE,"{""type"": ""Mono Laser MFP"", ""model"": ""M1132""}",ACTIVE
CANON-LBP3010-PRINTER,طابعة Canon imageCLASS LBP3010,Canon imageCLASS LBP3010,طابعة ليزر Canon imageCLASS LBP3010 مونوكروم، اتصال USB، سرعة حتى 12 صفحة في الدقيقة.,"Canon imageCLASS LBP3010 mono laser printer, USB, up to 12 ppm.",canon,printers,7000,FALSE,GENUINE,"{""type"": ""Mono Laser"", ""ppm"": 12, ""model"": ""LBP3010""}",ACTIVE
HP-M521DN-PRINTER,طابعة HP LaserJet Enterprise MFP M521dn,HP LaserJet Enterprise MFP M521dn,طابعة ليزر متعددة الوظائف HP LaserJet Enterprise M521dn مونوكروم بطباعة مزدوجة وشبكة.,HP LaserJet Enterprise MFP M521dn mono multifunction with duplex and network.,hp,printers,13000,FALSE,GENUINE,"{""type"": ""Mono Laser MFP"", ""duplex"": true, ""network"": true, ""model"": ""M521dn""}",ACTIVE
HP-M52645-PRINTER,طابعة HP LaserJet 52645,HP LaserJet 52645,طابعة ليزر HP LaserJet مونوكروم متعددة الوظائف (الموديل 52645 كما في عرض السعر).,HP LaserJet 52645 mono multifunction (label as listed by supplier).,hp,printers,13000,FALSE,GENUINE,"{""type"": ""Mono Laser MFP"", ""model"": ""52645""}",ACTIVE
RICOH-SPC305DN-COLOR-PRINTER,طابعة Ricoh Aficio SP C305DN ملونة,Ricoh Aficio SP C305DN Color,طابعة ليزر ملونة Ricoh Aficio SP C305DN مع طباعة مزدوجة وشبكة، سرعة حتى 26 صفحة في الدقيقة.,"Ricoh Aficio SP C305DN color laser with duplex, network, up to 26 ppm.",ricoh,printers,9000,FALSE,GENUINE,"{""type"": ""Color Laser"", ""duplex"": true, ""network"": true, ""ppm"": 26, ""model"": ""SP C305DN""}",ACTIVE
RICOH-SP301-PRINTER,طابعة Ricoh SP 301,Ricoh SP 301,طابعة ليزر Ricoh SP 301 مونوكروم مع شبكة مدمجة.,Ricoh SP 301 mono laser printer with built-in network.,ricoh,printers,6500,FALSE,GENUINE,"{""type"": ""Mono Laser"", ""network"": true, ""model"": ""SP 301""}",ACTIVE
HP-LASER107W-PRINTER,طابعة HP Laser 107w,HP Laser 107w,طابعة ليزر HP Laser 107w مونوكروم مع Wi-Fi، سرعة حتى 21 صفحة في الدقيقة.,"HP Laser 107w mono laser printer with Wi-Fi, up to 21 ppm.",hp,printers,8750,FALSE,GENUINE,"{""type"": ""Mono Laser"", ""wifi"": true, ""ppm"": 21, ""model"": ""Laser 107w""}",ACTIVE
HP-LASERMFP130A-PRINTER,طابعة HP Laser MFP 130a,HP Laser MFP 130a,طابعة ليزر متعددة الوظائف HP Laser MFP 130a مونوكروم (طباعة، نسخ، سكان).,"HP Laser MFP 130a mono multifunction laser printer with print, copy, scan.",hp,printers,7000,FALSE,GENUINE,"{""type"": ""Mono Laser MFP"", ""model"": ""Laser MFP 130a""}",ACTIVE
HP-LASERMFP135A-PRINTER,طابعة HP Laser MFP 135a,HP Laser MFP 135a,طابعة ليزر متعددة الوظائف HP Laser MFP 135a مونوكروم (طباعة، نسخ، سكان).,"HP Laser MFP 135a mono multifunction laser printer with print, copy, scan.",hp,printers,10750,FALSE,GENUINE,"{""type"": ""Mono Laser MFP"", ""model"": ""Laser MFP 135a""}",ACTIVE
HP-LASERMFP137FNW-PRINTER,طابعة HP Laser MFP 137fnw,HP Laser MFP 137fnw,طابعة ليزر متعددة الوظائف HP Laser MFP 137fnw مونوكروم مع Wi-Fi وفاكس وشبكة.,"HP Laser MFP 137fnw mono multifunction with Wi-Fi, fax and network.",hp,printers,12750,FALSE,GENUINE,"{""type"": ""Mono Laser MFP"", ""wifi"": true, ""fax"": true, ""network"": true, ""model"": ""Laser MFP 137fnw""}",ACTIVE
